Volcano Name,Eruption Type,Max. VEI,Country,Volcanic_Region,Volcano_type,Summit,Year,Latitude_value,Longitude_value
Purace,Confirmed Eruption,2,Colombia,South America,14,4650,1878,2.32,-76.4
Cotopaxi,Confirmed Eruption,2,Ecuador,South America,14,5911,1878,-0.677,-78.436
Lateiki,Confirmed Eruption,2,Tonga,New Zealand to Fiji,16,43,1878,-19.18,-174.87
"Fournaise, Piton de la",Confirmed Eruption,0,France,Middle East and Indian Ocean,13,2632,1878,-21.244,55.708
Hekla,Confirmed Eruption,2,Iceland,Iceland and Arctic Ocean,14,1490,1878,63.983,-19.666
Isluga,Confirmed Eruption,2,Chile,South America,14,5550,1878,-19.15,-68.83
Rabaul,Confirmed Eruption,3,Papua New Guinea,Melanesia and Australia,12,688,1878,-4.271,152.203
Planchon-Peteroa,Confirmed Eruption,2,Chile,South America,14,3977,1878,-35.223,-70.568
Izalco,Confirmed Eruption,0,El Salvador,México and Central America,14,1950,1878,13.813,-89.633
Ulawun,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,14,2334,1878,-5.05,151.33
Langila,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,2,1330,1878,-5.525,148.42
Meru,Confirmed Eruption,2,Tanzania,Africa and Red Sea,14,4550,1878,-3.244,36.75
Semeru,Confirmed Eruption,2,Indonesia,Indonesia,14,3657,1878,-8.108,112.922
Merapi,Confirmed Eruption,2,Indonesia,Indonesia,14,2910,1878,-7.54,110.446
Vsevidof,Confirmed Eruption,2,United States,Alaska,14,2149,1878,53.13,-168.693
Okmok,Confirmed Eruption,2,United States,Alaska,13,1073,1878,53.43,-168.13
Amukta,Confirmed Eruption,0,United States,Alaska,14,1066,1878,52.5,-171.252
Tacana,Confirmed Eruption,1,Mexico-Guatemala,México and Central America,14,4064,1878,15.132,-92.109
Avachinsky,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,14,2717,1878,53.256,158.836
Cumbal,Confirmed Eruption,2,Colombia,South America,14,4764,1877,0.95,-77.87
Bam,Confirmed Eruption,3,Papua New Guinea,Melanesia and Australia,14,685,1877,-3.613,144.818
Manam,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,14,1807,1877,-4.08,145.037
Semeru,Confirmed Eruption,2,Indonesia,Indonesia,14,3657,1877,-8.108,112.922
Llullaillaco,Confirmed Eruption,2,Chile-Argentina,South America,14,6739,1877,-24.72,-68.53
Lamongan,Confirmed Eruption,3,Indonesia,Indonesia,14,1641,1877,-7.981,113.341
Tengger Caldera,Confirmed Eruption,2,Indonesia,Indonesia,14,2329,1877,-7.942,112.95
Semeru,Confirmed Eruption,2,Indonesia,Indonesia,14,3657,1877,-8.108,112.922
Villarrica,Confirmed Eruption,2,Chile,South America,14,2847,1877,-39.42,-71.93
Mauna Loa,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,13,4170,1877,19.475,-155.608
"Chillan, Nevados de",Confirmed Eruption,2,Chile,South America,14,3180,1877,-36.868,-71.378
Llaima,Confirmed Eruption,2,Chile,South America,14,3125,1877,-38.692,-71.729
Cotopaxi,Confirmed Eruption,4,Ecuador,South America,14,5911,1877,-0.677,-78.436
San Pedro-San Pablo,Confirmed Eruption,2,Chile,South America,14,6142,1877,-21.888,-68.391
Isluga,Confirmed Eruption,2,Chile,South America,14,5550,1877,-19.15,-68.83
Klyuchevskoy,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,14,4754,1877,56.056,160.642
Suwanosejima,Confirmed Eruption,4,Japan,"Japan, Taiwan, Marianas",14,796,1877,29.638,129.714
Fonuafo'ou,Confirmed Eruption,2,Tonga,New Zealand to Fiji,16,-17,1877,-20.32,-175.42
Izu-Oshima,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",14,746,1876,34.724,139.394
"Fournaise, Piton de la",Confirmed Eruption,0,France,Middle East and Indian Ocean,13,2632,1876,-21.244,55.708
Mayon,Confirmed Eruption,1,Philippines,Philippines and SE Asia,14,2462,1876,13.257,123.685
Lautaro,Confirmed Eruption,2,Chile,South America,14,3542,1876,-49.019,-73.504
Shiretoko-Iozan,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",14,1562,1876,44.133,145.161
Marapi,Confirmed Eruption,2,Indonesia,Indonesia,2,2885,1876,-0.38,100.474
Marapi,Confirmed Eruption,2,Indonesia,Indonesia,2,2885,1876,-0.38,100.474
Mayon,Confirmed Eruption,1,Philippines,Philippines and SE Asia,14,2462,1876,13.257,123.685
Mauna Loa,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,13,4170,1876,19.475,-155.608
Farallon de Pajaros,Confirmed Eruption,2,United States,"Japan, Taiwan, Marianas",14,337,1876,20.546,144.893
Iliamna,Confirmed Eruption,3,United States,Alaska,14,3053,1876,60.032,-153.09
Talang,Confirmed Eruption,2,Indonesia,Indonesia,14,2575,1876,-0.979,100.681
Leroboleng,Confirmed Eruption,2,Indonesia,Indonesia,2,1095,1876,-8.365,122.833
Karthala,Confirmed Eruption,0,Comoros,Middle East and Indian Ocean,13,2361,1876,-11.75,43.38
Vesuvius,Confirmed Eruption,4,Italy,Mediterranean and Western Asia,14,1281,1875,40.821,14.426
"Fournaise, Piton de la",Confirmed Eruption,0,France,Middle East and Indian Ocean,13,2632,1875,-21.244,55.708
Villarrica,Confirmed Eruption,2,Chile,South America,14,2847,1875,-39.42,-71.93
Slamet,Confirmed Eruption,2,Indonesia,Indonesia,14,3428,1875,-7.242,109.208
Mauna Loa,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,13,4170,1875,19.475,-155.608
Awu,Confirmed Eruption,2,Indonesia,Indonesia,14,1318,1875,3.689,125.447
Asamayama,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",2,2568,1875,36.406,138.523
Slamet,Confirmed Eruption,2,Indonesia,Indonesia,14,3428,1875,-7.242,109.208
Mauna Loa,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,13,4170,1875,19.475,-155.608
Askja,Confirmed Eruption,5,Iceland,Iceland and Arctic Ocean,14,1080,1875,65.033,-16.783
Lascar,Confirmed Eruption,2,Chile,South America,14,5592,1875,-23.37,-67.73
Llaima,Confirmed Eruption,2,Chile,South America,14,3125,1875,-38.692,-71.729
Irazu,Confirmed Eruption,2,Costa Rica,México and Central America,14,3432,1875,9.979,-83.852
Northern EPR at 9.8°N,Confirmed Eruption,0,Undersea Features,Hawaii and Pacific Ocean,16,-2500,1875,9.83,-104.3
Colima,Confirmed Eruption,1,Mexico,México and Central America,14,3850,1875,19.514,-103.62
Ruang,Confirmed Eruption,2,Indonesia,Indonesia,14,725,1874,2.3,125.37
Etna,Confirmed Eruption,2,Italy,Mediterranean and Western Asia,14,3320,1874,37.748,14.999
Taal,Confirmed Eruption,2,Philippines,Philippines and SE Asia,1,311,1874,14.002,120.993
Veniaminof,Confirmed Eruption,2,United States,Alaska,14,2507,1874,56.17,-159.38
Miyakejima,Confirmed Eruption,3,Japan,"Japan, Taiwan, Marianas",14,775,1874,34.094,139.526
"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,13,2632,1874,-21.244,55.708
Colima,Confirmed Eruption,1,Mexico,México and Central America,14,3850,1874,19.514,-103.62
Esan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",9,618,1874,41.805,141.166
Bam,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,14,685,1874,-3.613,144.818
Lamongan,Confirmed Eruption,2,Indonesia,Indonesia,14,1641,1874,-7.981,113.341
Etna,Confirmed Eruption,2,Italy,Mediterranean and Western Asia,14,3320,1874,37.748,14.999
Villarrica,Confirmed Eruption,2,Chile,South America,14,2847,1874,-39.42,-71.93
Shikotsu,Confirmed Eruption,3,Japan,"Japan, Taiwan, Marianas",1,1320,1874,42.688,141.38
Asosan,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",1,1592,1874,32.884,131.104
"Fournaise, Piton de la",Confirmed Eruption,0,France,Middle East and Indian Ocean,13,2632,1874,-21.244,55.708
Lopevi,Confirmed Eruption,2,Vanuatu,Melanesia and Australia,14,1413,1874,-16.507,168.346
Kerinci,Confirmed Eruption,2,Indonesia,Indonesia,14,3800,1874,-1.697,101.264
Santa Ana,Confirmed Eruption,3,El Salvador,México and Central America,14,2381,1874,13.853,-89.63
Vulcano,Confirmed Eruption,3,Italy,Mediterranean and Western Asia,14,500,1873,38.404,14.962
Zaozan [Zaosan],Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",2,1841,1873,38.144,140.44
Mayon,Confirmed Eruption,2,Philippines,Philippines and SE Asia,14,2462,1873,13.257,123.685
Nisyros,Confirmed Eruption,2,Greece,Mediterranean and Western Asia,14,698,1873,36.586,27.16
Mauna Loa,Confirmed Eruption,1,United States,Hawaii and Pacific Ocean,13,4170,1873,19.475,-155.608
Nikko-Shiranesan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",13,2578,1873,36.799,139.376
Ragang,Confirmed Eruption,2,Philippines,Philippines and SE Asia,14,2790,1873,7.691,124.507
Grimsvotn,Confirmed Eruption,4,Iceland,Iceland and Arctic Ocean,1,1719,1873,64.416,-17.316
Mauna Loa,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,13,4170,1873,19.475,-155.608
Gareloi,Confirmed Eruption,2,United States,Alaska,14,1573,1873,51.79,-178.794
Semisopochnoi,Confirmed Eruption,0,United States,Alaska,14,1221,1873,51.93,179.58
Pagan,Confirmed Eruption,3,United States,"Japan, Taiwan, Marianas",14,570,1873,18.13,145.8
Taal,Confirmed Eruption,2,Philippines,Philippines and SE Asia,1,311,1873,14.002,120.993
Kaba,Confirmed Eruption,2,Indonesia,Indonesia,14,1940,1873,-3.522,102.615
Leroboleng,Confirmed Eruption,2,Indonesia,Indonesia,2,1095,1873,-8.365,122.833
Asosan,Confirmed Eruption,3,Japan,"Japan, Taiwan, Marianas",1,1592,1872,32.884,131.104
Izalco,Confirmed Eruption,2,El Salvador,México and Central America,14,1950,1872,13.813,-89.633
Merapi,Confirmed Eruption,2,Indonesia,Indonesia,14,2910,1872,-7.54,110.446
Semeru,Confirmed Eruption,2,Indonesia,Indonesia,14,3657,1872,-8.108,112.922
Mayon,Confirmed Eruption,1,Philippines,Philippines and SE Asia,14,2462,1872,13.257,123.685
Lamongan,Confirmed Eruption,2,Indonesia,Indonesia,14,1641,1872,-7.981,113.341
Mauna Loa,Confirmed Eruption,1,United States,Hawaii and Pacific Ocean,13,4170,1872,19.475,-155.608
"Chillan, Nevados de",Confirmed Eruption,2,Chile,South America,14,3180,1872,-36.868,-71.378
Farallon de Pajaros,Confirmed Eruption,2,United States,"Japan, Taiwan, Marianas",14,337,1872,20.546,144.893
Llaima,Confirmed Eruption,2,Chile,South America,14,3125,1872,-38.692,-71.729
Nikko-Shiranesan,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",13,2578,1872,36.799,139.376
Merapi,Confirmed Eruption,4,Indonesia,Indonesia,14,2910,1872,-7.54,110.446
Colima,Confirmed Eruption,3,Mexico,México and Central America,14,3850,1872,19.514,-103.62
Bam,Confirmed Eruption,3,Papua New Guinea,Melanesia and Australia,14,685,1872,-3.613,144.818
Karthala,Confirmed Eruption,2,Comoros,Middle East and Indian Ocean,13,2361,1872,-11.75,43.38
Sinarka,Confirmed Eruption,4,Russia,Kuril Islands,14,911,1872,48.873,154.182
Bardarbunga,Confirmed Eruption,0,Iceland,Iceland and Arctic Ocean,14,2000,1872,64.633,-17.516
Mayon,Confirmed Eruption,3,Philippines,Philippines and SE Asia,14,2462,1871,13.257,123.685
Ragang,Confirmed Eruption,2,Philippines,Philippines and SE Asia,14,2790,1871,7.691,124.507
Marapi,Confirmed Eruption,2,Indonesia,Indonesia,2,2885,1871,-0.38,100.474
Iya,Confirmed Eruption,2,Indonesia,Indonesia,14,618,1871,-8.891,121.641
Mauna Loa,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,13,4170,1871,19.475,-155.608
Gamalama,Confirmed Eruption,2,Indonesia,Indonesia,14,1715,1871,0.8,127.33
"Fournaise, Piton de la",Confirmed Eruption,0,France,Middle East and Indian Ocean,13,2632,1871,-21.244,55.708
Camiguin,Confirmed Eruption,2,Philippines,Philippines and SE Asia,14,1552,1871,9.203,124.673
Marapi,Confirmed Eruption,2,Indonesia,Indonesia,2,2885,1871,-0.38,100.474
Izu-Torishima,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",14,394,1871,30.484,140.303
Ruang,Confirmed Eruption,2,Indonesia,Indonesia,14,725,1871,2.3,125.37
Reventador,Confirmed Eruption,2,Ecuador,South America,14,3562,1871,-0.077,-77.656
Deception Island,Confirmed Eruption,0,Antarctica,Antarctica,1,602,1871,-63.001,-60.652
"Barrier, The",Confirmed Eruption,2,Kenya,Africa and Red Sea,13,1032,1871,2.32,36.57
Cameroon,Confirmed Eruption,2,Cameroon,Africa and Red Sea,14,4095,1871,4.203,9.17
Nisyros,Confirmed Eruption,2,Greece,Mediterranean and Western Asia,14,698,1871,36.586,27.16
Ambrym,Confirmed Eruption,2,Vanuatu,Melanesia and Australia,12,1334,1871,-16.25,168.12
Tinakula,Confirmed Eruption,2,Solomon Islands,Melanesia and Australia,14,796,1871,-10.386,165.804
Myojinsho,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",16,11,1871,31.888,139.918
Villarrica,Confirmed Eruption,2,Chile,South America,14,2847,1871,-39.42,-71.93
Vesuvius,Confirmed Eruption,3,Italy,Mediterranean and Western Asia,14,1281,1870,40.821,14.426
Purace,Confirmed Eruption,2,Colombia,South America,14,4650,1870,2.32,-76.4
Ruang,Confirmed Eruption,3,Indonesia,Indonesia,14,725,1870,2.3,125.37
Lamongan,Confirmed Eruption,2,Indonesia,Indonesia,14,1641,1870,-7.981,113.341
Gede-Pangrango,Confirmed Eruption,2,Indonesia,Indonesia,14,3008,1870,-6.77,106.965
Raoul Island,Confirmed Eruption,3,New Zealand,New Zealand to Fiji,14,516,1870,-29.27,-177.92
Sumisujima,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",16,136,1870,31.44,140.051
Tongariro,Confirmed Eruption,2,New Zealand,New Zealand to Fiji,14,1978,1870,-39.157,175.632
Lamongan,Confirmed Eruption,2,Indonesia,Indonesia,14,1641,1870,-7.981,113.341
Ceboruco,Confirmed Eruption,3,Mexico,México and Central America,14,2280,1870,21.125,-104.508
Colima,Confirmed Eruption,0,Mexico,México and Central America,14,3850,1870,19.514,-103.62
Baker,Confirmed Eruption,2,United States,Canada and Western USA,14,3285,1870,48.777,-121.813
Izu-Oshima,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",14,746,1870,34.724,139.394
Ambae,Confirmed Eruption,2,Vanuatu,Melanesia and Australia,13,1496,1870,-15.389,167.835
Iliwerung,Confirmed Eruption,3,Indonesia,Indonesia,2,583,1870,-8.532,123.573
Momotombo,Confirmed Eruption,2,Nicaragua,México and Central America,14,1270,1870,12.423,-86.539
Cotopaxi,Confirmed Eruption,2,Ecuador,South America,14,5911,1870,-0.677,-78.436
Purace,Confirmed Eruption,3,Colombia,South America,14,4650,1869,2.32,-76.4
Ubinas,Confirmed Eruption,2,Peru,South America,14,5672,1869,-16.355,-70.903
Etna,Confirmed Eruption,0,Italy,Mediterranean and Western Asia,14,3320,1869,37.748,14.999
Lamongan,Confirmed Eruption,2,Indonesia,Indonesia,14,1641,1869,-7.981,113.341
Isluga,Confirmed Eruption,2,Chile,South America,14,5550,1869,-19.15,-68.83
Tongariro,Confirmed Eruption,2,New Zealand,New Zealand to Fiji,14,1978,1869,-39.157,175.632
Guagua Pichincha,Confirmed Eruption,2,Ecuador,South America,14,4784,1869,-0.171,-78.598
Lewotobi,Confirmed Eruption,2,Indonesia,Indonesia,14,1703,1869,-8.542,122.775
Cotopaxi,Confirmed Eruption,3,Ecuador,South America,14,5911,1869,-0.677,-78.436
Colima,Confirmed Eruption,3,Mexico,México and Central America,14,3850,1869,19.514,-103.62
Myojinsho,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",16,11,1869,31.888,139.918
Asamayama,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",2,2568,1869,36.406,138.523
Lamongan,Confirmed Eruption,2,Indonesia,Indonesia,14,1641,1869,-7.981,113.341
Llaima,Confirmed Eruption,2,Chile,South America,14,3125,1869,-38.692,-71.729
Izalco,Confirmed Eruption,2,El Salvador,México and Central America,14,1950,1869,13.813,-89.633
Guagua Pichincha,Confirmed Eruption,2,Ecuador,South America,14,4784,1869,-0.171,-78.598
Tinakula,Confirmed Eruption,2,Solomon Islands,Melanesia and Australia,14,796,1869,-10.386,165.804
Villarrica,Confirmed Eruption,2,Chile,South America,14,2847,1869,-39.42,-71.93
Osorno,Confirmed Eruption,2,Chile,South America,14,2659,1869,-41.105,-72.496
Reclus,Confirmed Eruption,2,Chile,South America,11,1000,1869,-50.964,-73.585
Antuco,Confirmed Eruption,2,Chile,South America,14,2979,1869,-37.406,-71.349
Tongariro,Confirmed Eruption,2,New Zealand,New Zealand to Fiji,14,1978,1869,-39.157,175.632
"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,13,2632,1869,-21.244,55.708
Gorely,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,1,1799,1869,52.559,158.03
Mayon,Confirmed Eruption,2,Philippines,Philippines and SE Asia,14,2462,1868,13.257,123.685
Lewotobi,Confirmed Eruption,2,Indonesia,Indonesia,14,1703,1868,-8.542,122.775
Etna,Confirmed Eruption,3,Italy,Mediterranean and Western Asia,14,3320,1868,37.748,14.999
Gamalama,Confirmed Eruption,2,Indonesia,Indonesia,14,1715,1868,0.8,127.33
Kaba,Confirmed Eruption,2,Indonesia,Indonesia,14,1940,1868,-3.522,102.615
Llullaillaco,Confirmed Eruption,0,Chile-Argentina,South America,14,6739,1868,-24.72,-68.53
Cotopaxi,Confirmed Eruption,2,Ecuador,South America,14,5911,1868,-0.677,-78.436
Guagua Pichincha,Confirmed Eruption,2,Ecuador,South America,14,4784,1868,-0.171,-78.598
Lewotobi,Confirmed Eruption,2,Indonesia,Indonesia,14,1703,1868,-8.542,122.775
Iya,Confirmed Eruption,2,Indonesia,Indonesia,14,618,1868,-8.891,121.641
Kilauea,Confirmed Eruption,1,United States,Hawaii and Pacific Ocean,13,1222,1868,19.421,-155.287
Mauna Loa,Confirmed Eruption,2,United States,Hawaii and Pacific Ocean,13,4170,1868,19.475,-155.608
Guagua Pichincha,Confirmed Eruption,2,Ecuador,South America,14,4784,1868,-0.171,-78.598
Gamalama,Confirmed Eruption,1,Indonesia,Indonesia,14,1715,1868,0.8,127.33
"Fournaise, Piton de la",Confirmed Eruption,0,France,Middle East and Indian Ocean,13,2632,1868,-21.244,55.708
Izalco,Confirmed Eruption,2,El Salvador,México and Central America,14,1950,1868,13.813,-89.633
Io-Torishima,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",2,212,1868,27.881,128.223
Dukono,Confirmed Eruption,2,Indonesia,Indonesia,2,1229,1868,1.693,127.894
Cameroon,Confirmed Eruption,2,Cameroon,Africa and Red Sea,14,4095,1868,4.203,9.17
Isluga,Confirmed Eruption,2,Chile,South America,14,5550,1868,-19.15,-68.83
San Miguel,Confirmed Eruption,2,El Salvador,México and Central America,14,2130,1867,13.434,-88.269
Tengger Caldera,Confirmed Eruption,2,Indonesia,Indonesia,14,2329,1867,-7.942,112.95
Tjornes Fracture Zone,Confirmed Eruption,0,Iceland,Iceland and Arctic Ocean,16,-75,1867,66.309,-17.118
"Negro, Cerro",Confirmed Eruption,2,Nicaragua,México and Central America,11,728,1867,12.506,-86.702
Zaozan [Zaosan],Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",2,1841,1867,38.144,140.44
Shikotsu,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",1,1320,1867,42.688,141.38
Grimsvotn,Confirmed Eruption,1,Iceland,Iceland and Arctic Ocean,1,1719,1867,64.416,-17.316
Terceira,Confirmed Eruption,3,Portugal,Atlantic Ocean,14,1023,1867,38.73,-27.32
Ubinas,Confirmed Eruption,2,Peru,South America,14,5672,1867,-16.355,-70.903
Semeru,Confirmed Eruption,2,Indonesia,Indonesia,14,3657,1867,-8.108,112.922
Niuafo'ou,Confirmed Eruption,1,Tonga,New Zealand to Fiji,13,260,1867,-15.6,-175.63
Izalco,Confirmed Eruption,2,El Salvador,México and Central America,14,1950,1867,13.813,-89.633
Iya,Confirmed Eruption,2,Indonesia,Indonesia,14,618,1867,-8.891,121.641
Campi Flegrei del Mar di Sicilia,Confirmed Eruption,0,Italy,Mediterranean and Western Asia,16,-8,1867,37.1,12.7
Akutan,Confirmed Eruption,0,United States,Alaska,14,1303,1867,54.134,-165.986
Iliamna,Confirmed Eruption,2,United States,Alaska,14,3053,1867,60.032,-153.09
Akita-Yakeyama,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",14,1366,1867,39.964,140.757
Cotopaxi,Confirmed Eruption,2,Ecuador,South America,14,5911,1867,-0.677,-78.436
Copahue,Confirmed Eruption,2,Chile-Argentina,South America,14,2953,1867,-37.856,-71.183
Cotopaxi,Confirmed Eruption,2,Ecuador,South America,14,5911,1866,-0.677,-78.436
Gede-Pangrango,Confirmed Eruption,2,Indonesia,Indonesia,14,3008,1866,-6.77,106.965
Ofu-Olosega,Confirmed Eruption,2,United States,New Zealand to Fiji,13,639,1866,-14.175,-169.618
Tengger Caldera,Confirmed Eruption,2,Indonesia,Indonesia,14,2329,1866,-7.942,112.95
Izalco,Confirmed Eruption,2,El Salvador,México and Central America,14,1950,1866,13.813,-89.633
Pavlof,Confirmed Eruption,2,United States,Alaska,14,2493,1866,55.417,-161.894
Santorini,Confirmed Eruption,2,Greece,Mediterranean and Western Asia,13,367,1866,36.404,25.396
Cameroon,Confirmed Eruption,2,Cameroon,Africa and Red Sea,14,4095,1866,4.203,9.17
Turrialba,Confirmed Eruption,3,Costa Rica,México and Central America,14,3340,1866,10.025,-83.767
Llaima,Confirmed Eruption,2,Chile,South America,14,3125,1866,-38.692,-71.729
Kanlaon,Confirmed Eruption,2,Philippines,Philippines and SE Asia,14,2435,1866,10.412,123.132
Mauna Loa,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,13,4170,1865,19.475,-155.608
Tengger Caldera,Confirmed Eruption,2,Indonesia,Indonesia,14,2329,1865,-7.942,112.95
Merapi,Confirmed Eruption,2,Indonesia,Indonesia,14,2910,1865,-7.54,110.446
Galeras,Confirmed Eruption,3,Colombia,South America,2,4276,1865,1.22,-77.37
Hood,Confirmed Eruption,2,United States,Canada and Western USA,14,3426,1865,45.374,-121.695
Klyuchevskoy,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,14,4754,1865,56.056,160.642
Pico Fracture Zone,Confirmed Eruption,0,Undersea Features,Atlantic Ocean,16,-4200,1865,38.75,-38.08
Lewotobi,Confirmed Eruption,2,Indonesia,Indonesia,14,1703,1865,-8.542,122.775
Semeru,Confirmed Eruption,2,Indonesia,Indonesia,14,3657,1865,-8.108,112.922
Tengger Caldera,Confirmed Eruption,2,Indonesia,Indonesia,14,2329,1865,-7.942,112.95
"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,13,2632,1865,-21.244,55.708
Etna,Confirmed Eruption,2,Italy,Mediterranean and Western Asia,14,3320,1865,37.748,14.999
Karthala,Confirmed Eruption,2,Comoros,Middle East and Indian Ocean,13,2361,1865,-11.75,43.38
Cameroon,Confirmed Eruption,2,Cameroon,Africa and Red Sea,14,4095,1865,4.203,9.17
Bagana,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,8,1855,1865,-6.137,155.196
Kelimutu,Confirmed Eruption,2,Indonesia,Indonesia,2,1639,1865,-8.77,121.82
Makaturing,Confirmed Eruption,2,Philippines,Philippines and SE Asia,14,1818,1865,7.644,124.317
Akutan,Confirmed Eruption,0,United States,Alaska,14,1303,1865,54.134,-165.986
Makushin,Confirmed Eruption,0,United States,Alaska,14,1800,1865,53.891,-166.923
Ubinas,Confirmed Eruption,2,Peru,South America,14,5672,1865,-16.355,-70.903
Nyamulagira,Confirmed Eruption,0,DR Congo,Africa and Red Sea,13,3058,1865,-1.408,29.2
Gamalama,Confirmed Eruption,2,Indonesia,Indonesia,14,1715,1864,0.8,127.33
Tongariro,Confirmed Eruption,2,New Zealand,New Zealand to Fiji,14,1978,1864,-39.157,175.632
"Chillan, Nevados de",Confirmed Eruption,3,Chile,South America,14,3180,1864,-36.868,-71.378
Mocho-Choshuenco,Confirmed Eruption,2,Chile,South America,14,2422,1864,-39.927,-72.027
Villarrica,Confirmed Eruption,2,Chile,South America,14,2847,1864,-39.42,-71.93
Makian,Confirmed Eruption,1,Indonesia,Indonesia,14,1357,1864,0.32,127.4
Irazu,Confirmed Eruption,2,Costa Rica,México and Central America,14,3432,1864,9.979,-83.852
Turrialba,Confirmed Eruption,2,Costa Rica,México and Central America,14,3340,1864,10.025,-83.767
Etna,Confirmed Eruption,2,Italy,Mediterranean and Western Asia,14,3320,1864,37.748,14.999
Raung,Confirmed Eruption,2,Indonesia,Indonesia,14,3260,1864,-8.119,114.056
Lamongan,Confirmed Eruption,2,Indonesia,Indonesia,14,1641,1864,-7.981,113.341
Lopevi,Confirmed Eruption,3,Vanuatu,Melanesia and Australia,14,1413,1864,-16.507,168.346
Karangetang,Confirmed Eruption,2,Indonesia,Indonesia,14,1797,1864,2.781,125.407
Izalco,Confirmed Eruption,2,El Salvador,México and Central America,14,1950,1864,13.813,-89.633
Vesuvius,Confirmed Eruption,2,Italy,Mediterranean and Western Asia,14,1281,1864,40.821,14.426
Gamalama,Confirmed Eruption,2,Indonesia,Indonesia,14,1715,1864,0.8,127.33
Farallon de Pajaros,Confirmed Eruption,2,United States,"Japan, Taiwan, Marianas",14,337,1864,20.546,144.893
Kelud,Confirmed Eruption,2,Indonesia,Indonesia,14,1730,1864,-7.935,112.314
Pagan,Confirmed Eruption,1,United States,"Japan, Taiwan, Marianas",14,570,1864,18.13,145.8
Lewotolok,Confirmed Eruption,2,Indonesia,Indonesia,14,1431,1864,-8.274,123.508
Llaima,Confirmed Eruption,3,Chile,South America,14,3125,1864,-38.692,-71.729
"Fournaise, Piton de la",Confirmed Eruption,0,France,Middle East and Indian Ocean,13,2632,1863,-21.244,55.708
Antuco,Confirmed Eruption,2,Chile,South America,14,2979,1863,-37.406,-71.349
Makian,Confirmed Eruption,1,Indonesia,Indonesia,14,1357,1863,0.32,127.4
Campi Flegrei del Mar di Sicilia,Confirmed Eruption,2,Italy,Mediterranean and Western Asia,16,-8,1863,37.1,12.7
Isluga,Confirmed Eruption,1,Chile,South America,14,5550,1863,-19.15,-68.83
Baker,Confirmed Eruption,2,United States,Canada and Western USA,14,3285,1863,48.777,-121.813
Marapi,Confirmed Eruption,2,Indonesia,Indonesia,2,2885,1863,-0.38,100.474
Etna,Confirmed Eruption,3,Italy,Mediterranean and Western Asia,14,3320,1863,37.748,14.999
Iwakisan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",14,1625,1863,40.656,140.303
Longonot,Confirmed Eruption,0,Kenya,Africa and Red Sea,14,2776,1863,-0.914,36.446
"Tair, Jebel at",Confirmed Eruption,2,Yemen,Africa and Red Sea,14,244,1863,15.55,41.83
Lopevi,Confirmed Eruption,2,Vanuatu,Melanesia and Australia,14,1413,1863,-16.507,168.346
Ambrym,Confirmed Eruption,2,Vanuatu,Melanesia and Australia,12,1334,1863,-16.25,168.12
Tongariro,Confirmed Eruption,2,New Zealand,New Zealand to Fiji,14,1978,1863,-39.157,175.632
